time,loop_coherence,mean_memory,baseline_mean_magnitude,full_law_mean_magnitude,baseline_mean_gain,full_law_mean_gain,slip_energy
17.0000,0.883298,0.005428,1.564545,2.027341,1.000000,1.291380,0.003317
17.0500,0.881796,0.005346,1.562242,2.024102,1.000000,1.291122,0.003244
17.1000,0.880337,0.005262,1.559946,2.020867,1.000000,1.290881,0.003173
17.1500,0.878924,0.005179,1.557658,2.017642,1.000000,1.290658,0.003104
17.2000,0.877558,0.005095,1.555382,2.014429,1.000000,1.290452,0.003036
17.2500,0.876241,0.005011,1.553120,2.011234,1.000000,1.290265,0.002970
17.3000,0.874974,0.004927,1.550874,2.008061,1.000000,1.290094,0.002906
17.3500,0.873759,0.004843,1.548645,2.004912,1.000000,1.289942,0.002844
17.4000,0.872597,0.004760,1.546438,2.001792,1.000000,1.289807,0.002784
17.4500,0.871490,0.004677,1.544252,1.998704,1.000000,1.289689,0.002726
17.5000,0.870439,0.004595,1.542092,1.995652,1.000000,1.289589,0.002671
17.5500,0.869446,0.004514,1.539957,1.992639,1.000000,1.289507,0.002619
17.6000,0.868510,0.004434,1.537852,1.989669,1.000000,1.289441,0.002569
17.6500,0.867635,0.004356,1.535776,1.986745,1.000000,1.289393,0.002522
17.7000,0.866820,0.004278,1.533733,1.983869,1.000000,1.289361,0.002478
17.7500,0.866067,0.004203,1.531724,1.981046,1.000000,1.289346,0.002437
17.8000,0.865377,0.004129,1.529751,1.978277,1.000000,1.289348,0.002399
17.8500,0.864750,0.004057,1.527816,1.975565,1.000000,1.289365,0.002364
17.9000,0.864187,0.003987,1.525919,1.972914,1.000000,1.289399,0.002333
17.9500,0.863690,0.003920,1.524064,1.970326,1.000000,1.289449,0.002305
18.0000,0.863258,0.003855,1.522250,1.967802,1.000000,1.289514,0.002280
18.0500,0.862892,0.003792,1.520481,1.965347,1.000000,1.289595,0.002259
18.1000,0.862593,0.003732,1.518757,1.962961,1.000000,1.289690,0.002241
18.1500,0.862360,0.003675,1.517079,1.960648,1.000000,1.289801,0.002227
18.2000,0.862195,0.003621,1.515450,1.958409,1.000000,1.289925,0.002216
18.2500,0.862097,0.003570,1.513870,1.956246,1.000000,1.290064,0.002209
18.3000,0.862067,0.003522,1.512341,1.954161,1.000000,1.290217,0.002206
18.3500,0.862104,0.003477,1.510864,1.952157,1.000000,1.290382,0.002206
18.4000,0.862209,0.003436,1.509440,1.950234,1.000000,1.290561,0.002210
18.4500,0.862381,0.003398,1.508069,1.948395,1.000000,1.290753,0.002217
18.5000,0.862621,0.003364,1.506755,1.946641,1.000000,1.290957,0.002228
18.5500,0.862927,0.003333,1.505496,1.944974,1.000000,1.291173,0.002243
18.6000,0.863300,0.003306,1.504295,1.943395,1.000000,1.291401,0.002261
18.6500,0.863739,0.003282,1.503152,1.941905,1.000000,1.291640,0.002283
18.7000,0.864243,0.003263,1.502068,1.940505,1.000000,1.291890,0.002308
18.7500,0.864812,0.003247,1.501044,1.939198,1.000000,1.292150,0.002336
18.8000,0.865446,0.003235,1.500080,1.937983,1.000000,1.292421,0.002368
18.8500,0.866143,0.003227,1.499179,1.936862,1.000000,1.292701,0.002403
18.9000,0.866902,0.003223,1.498339,1.935835,1.000000,1.292990,0.002441
18.9500,0.867723,0.003222,1.497562,1.934905,1.000000,1.293289,0.002482
19.0000,0.868605,0.003226,1.496849,1.934070,1.000000,1.293596,0.002527
19.0500,0.869546,0.003233,1.496199,1.933333,1.000000,1.293911,0.002574
19.1000,0.870546,0.003245,1.495615,1.932693,1.000000,1.294235,0.002624
19.1500,0.871603,0.003260,1.495095,1.932152,1.000000,1.294565,0.002677
19.2000,0.872716,0.003279,1.494641,1.931709,1.000000,1.294903,0.002732
19.2500,0.873883,0.003302,1.494252,1.931365,1.000000,1.295247,0.002790
19.3000,0.875103,0.003328,1.493930,1.931121,1.000000,1.295598,0.002850
19.3500,0.876376,0.003358,1.493674,1.930976,1.000000,1.295955,0.002912
19.4000,0.877698,0.003392,1.493485,1.930931,1.000000,1.296317,0.002977
19.4500,0.879069,0.003429,1.493363,1.930986,1.000000,1.296685,0.003043
19.5000,0.880487,0.003470,1.493309,1.931141,1.000000,1.297057,0.003111
19.5500,0.881950,0.003514,1.493321,1.931396,1.000000,1.297434,0.003181
19.6000,0.883457,0.003562,1.493401,1.931752,1.000000,1.297816,0.003252
19.6500,0.885005,0.003612,1.493548,1.932206,1.000000,1.298201,0.003324
19.7000,0.886593,0.003666,1.493763,1.932761,1.000000,1.298590,0.003398
19.7500,0.888220,0.003722,1.494046,1.933415,1.000000,1.298983,0.003472
19.8000,0.889882,0.003781,1.494395,1.934168,1.000000,1.299378,0.003548
19.8500,0.891579,0.003843,1.494812,1.935019,1.000000,1.299776,0.003624
19.9000,0.893308,0.003907,1.495296,1.935969,1.000000,1.300177,0.003700
19.9500,0.895067,0.003974,1.495847,1.937017,1.000000,1.300580,0.003777
20.0000,0.896854,0.004043,1.496465,1.938162,1.000000,1.300985,0.003854
